11,26,5
11,27,5
11,28,5
11,29,5
11,30,5
11,31,5
11,32,5
11,33,5
11,34,5
11,35,5
11,36,5
11,37,5
11,38,5
11,39,5
11,40,5
11,41,5
11,42,5
11,43,5
11,44,5
11,45,5
11,46,5
11,47,5
11,48,5
11,49,5
11,50,5
11,51,5
11,52,5
11,53,5
11,54,5
11,55,5
11,56,5
11,57,5
11,58,5
11,59,5
11,60,5
11,61,5
11,62,5
11,63,5
11,64,5
11,65,5
11,66,5
11,67,5
11,68,5
11,69,5
11,70,5
11,71,5
11,72,5
11,73,5
11,74,5
11,75,5
11,76,5
11,77,5
11,78,5
11,79,5
11,80,5
11,81,5
11,82,5
11,83,5
11,84,5
11,85,5
11,86,5
11,87,5
11,88,5
11,89,5
11,90,5
11,91,5
11,92,5
11,93,5
11,94,5
11,95,5
11,96,5
11,97,5
11,98,5
11,99,5
11,100,5
11,101,5
11,102,5
11,103,5
11,104,5
11,105,5
11,106,5
11,107,5
11,108,5
11,109,5
11,110,5
11,111,5
11,112,5
11,113,5
11,114,5
11,115,5
11,116,5
11,117,5
11,118,5
11,119,5
11,120,5
11,121,5
11,122,5
11,123,5
11,124,5
11,125,5
11,126,5
11,127,5
11,128,5
11,129,5
11,130,5
11,131,5
11,132,5
11,133,5
11,134,5
11,135,5
11,136,5
11,137,5
11,138,5
11,139,5
11,140,5
11,141,5
11,142,5
11,143,5
11,144,5
11,145,5
11,146,5
11,147,5
11,148,5
11,149,5
11,150,5
11,151,5
11,152,5
11,153,5
11,154,5
11,155,5
11,156,5
11,157,5
11,158,5
11,159,5
11,160,5
11,161,5
11,162,5
11,163,5
11,164,5
11,165,5
11,166,5
11,167,5
11,168,5
11,169,5
11,170,5
11,171,5
11,172,5
11,173,5
11,174,5
11,175,5
11,176,5
11,177,5
11,178,5
11,179,5
11,180,5
11,181,5
11,182,5
11,183,5
11,184,5
11,185,5
11,186,5
11,187,5
11,188,5
11,189,5
11,190,5
11,191,5
11,192,5
11,193,5
11,194,5
11,195,5
11,196,5
11,197,5
11,198,5
11,199,5
11,200,5
11,201,5
11,202,5
11,203,5
11,204,5
11,205,5
11,206,5
11,207,5
11,208,5
11,209,5
11,210,5
11,211,5
11,212,5
11,213,5
11,214,5
11,215,5
11,216,5
11,217,5
11,218,5
11,219,5
11,220,5
11,221,5
11,222,5
11,223,5
11,224,5
11,225,5
11,226,5
11,227,5
11,228,5
11,229,5
11,230,5
11,231,5
11,232,5
11,233,5
11,234,5
11,235,5
11,236,5
11,237,5
11,238,5
11,239,5
11,240,5
11,241,5
11,242,5
11,243,5
11,244,5
11,245,5
11,246,5
11,247,5
11,248,5
11,249,5
11,250,5
11,251,5
11,252,5
11,253,5
11,254,5
11,255,5
11,256,5
11,257,5
11,258,5
11,259,5
11,260,5
11,261,5
11,262,5
11,263,5
11,264,5
11,265,5
11,266,5
11,267,5
11,268,5
11,269,5
11,270,5
11,271,5
11,272,5
11,273,5
11,274,5
11,275,5
11,276,5
11,277,5
11,278,5
11,279,5
11,280,5
11,281,5
11,282,5
11,283,5
11,284,5
11,285,5
11,286,5
11,287,5
11,288,5
11,289,5
11,290,5
11,291,5
11,292,5
11,293,5
11,294,5
11,295,5
11,296,5
11,297,5
11,298,5
11,299,5
11,300,5
11,301,5
11,302,5
11,303,5
11,304,5
11,305,5
11,306,5
11,307,5
11,308,5
11,309,5
11,310,5
11,311,5
11,312,5
11,313,5
11,314,5
11,315,5
11,316,5
11,317,5
11,318,5
11,319,5
11,320,5
11,321,5
11,322,5
11,323,5
11,324,5
11,325,5
11,326,5
11,327,5
11,328,5
11,329,5
11,330,5
11,331,5
11,332,5
11,333,5
11,334,5
11,335,5
11,336,5
11,337,5
11,338,5
11,339,5
11,340,5
11,341,5
11,342,5
11,343,5
11,344,5
11,345,5
11,346,5
11,347,5
11,348,5
11,349,5
11,350,5
11,351,5
11,352,5
11,353,5
11,354,5
11,355,5
11,356,5
11,357,5
11,358,5
11,359,5
11,360,5
11,361,5
11,362,5
11,363,5
11,364,5
11,365,5
11,366,5
11,367,5
11,368,5
11,369,5
11,370,5
11,371,5
11,372,5
11,373,5
11,374,5
11,375,5
11,376,5
11,377,5
11,378,5
11,379,5
11,380,5
11,381,5
11,382,5
11,383,5
11,384,5
11,385,5
11,386,5
11,387,5
11,388,5
11,389,5
11,390,5
11,391,5
11,392,5
11,393,5
11,394,5
11,395,5
11,396,5
11,397,5
11,398,5
11,399,5
11,400,5
11,401,5
11,402,5
11,403,5
11,404,5
11,405,5
11,406,5
11,407,5
11,408,5
11,409,5
11,410,5
11,411,5
11,412,5
11,413,5
11,414,5
11,415,5
11,416,5
11,417,5
11,418,5
11,419,5
11,420,5
11,421,5
11,422,5
11,423,5
11,424,5
11,425,5
11,426,5
11,427,5
11,428,5
11,429,5
11,430,5
11,431,5
11,432,5
11,433,5
11,434,5
11,435,5
11,436,5
11,437,5
11,438,5
11,439,5
11,440,5
11,441,5
11,442,5
11,443,5
11,444,5
11,445,5
11,446,5
11,447,5
11,448,5
11,449,5
11,450,5
11,451,5
11,452,5
11,453,5
11,454,5
11,455,5
11,456,5
11,457,5
11,458,5
11,459,5
11,460,5
11,461,5
11,462,5
11,463,5
11,464,5
11,465,5
11,466,5
11,467,5
11,468,5
11,469,5
11,470,5
11,471,5
11,472,5
11,473,5
11,474,5
11,475,5
11,476,5
11,477,5
11,478,5
11,479,5
11,480,5
11,481,5
11,482,5
11,483,5
11,484,5
11,485,5
11,486,5
11,487,5
11,488,5
11,489,5
11,490,5
11,491,5
11,492,5
11,493,5
11,494,5
11,495,5
11,496,5
